stamp_s,x_m,y_m,yaw_rad,ot_overlap
34.849999221,89623.36864614568,43187.235930378316,0.5074313991517865,0
34.899999219,89623.74586363608,43187.44313831434,0.4343655023734883,0
34.949999218,89624.14752881337,43187.61450322744,0.37063235884189144,0
34.999999217,89624.55202633,43187.76859213041,0.3156250541549641,0
35.049999216,89624.96373732423,43187.899610705754,0.26508812727157355,0
35.199999213,89626.24800712931,43188.155804973925,0.12094459157322213,0
35.249999212,89626.6795074457,43188.20319096361,0.07684565236528575,0
35.29999921,89627.11838352188,43188.229768138626,0.03449303670602308,0
35.399999208,89627.99429997284,43188.22628111569,-0.05625675986541104,0
35.499999206,89628.8762190584,43188.14163614848,-0.14071684418382974,0
35.549999205,89629.30439829732,43188.07014213249,-0.18120036901353964,0
35.649999203,89630.16812365047,43187.88207450939,-0.26230766040793574,0
35.7499992,89631.01431949656,43187.623746372825,-0.34231600072915963,0
35.799999199,89631.43271501914,43187.464373184775,-0.3840346646920495,0
35.849999198,89631.83546122708,43187.29518958735,-0.4234590523908195,0
35.899999197,89632.23772455551,43187.106031066425,-0.4682630061469966,0
35.949999196,89632.63179989718,43186.90093784219,-0.511042084127577,0
36.049999194,89633.39360027993,43186.43073631352,-0.5930275076808225,0
36.19999919,89634.4564113328,43185.63100394789,-0.6859575402423446,0
36.249999189,89634.79378543179,43185.337870424366,-0.7061637126160619,0
36.299999188,89635.13639997595,43185.047570954186,-0.7168999741523839,0
36.399999186,89635.80420215131,43184.44860208524,-0.711887247722405,0
36.499999184,89636.49448421392,43183.86243565328,-0.677292651970487,0
36.549999183,89636.84085659323,43183.5800562198,-0.6489143629326374,0
36.599999181,89637.20582855256,43183.30984595708,-0.6102885769120301,0
36.64999918,89637.57765544695,43183.050804846964,-0.5670240816325597,0
36.699999179,89637.95847743958,43182.80914451573,-0.5206842025310172,0
36.749999178,89638.34770145043,43182.588420776665,-0.47247892489409704,0
36.799999177,89638.75307643818,43182.390033289455,-0.4200461471284311,0
36.849999176,89639.17340935262,43182.21121477882,-0.3672728200890036,0
36.899999175,89639.59152336884,43182.0486966012,-0.3138158670361658,0
36.949999174,89640.01863964967,43181.91344309968,-0.2601952024479326,0
37.049999171,89640.90156139707,43181.71468958636,-0.1509961435235001,0
37.149999169,89641.79722447302,43181.618930242024,-0.04821274390384079,0
37.199999168,89642.24366037316,43181.5988737322,0.00038345104816890456,0
37.249999167,89642.6974615004,43181.60482581708,0.044392396168473104,0
37.299999166,89643.14263649077,43181.63431943983,0.09096717257280913,0
37.399999164,89644.03146646236,43181.74634966048,0.1702603057617348,0
37.449999162,89644.47551041676,43181.82570061383,0.2089977331092604,0
37.499999161,89644.91885810345,43181.92645237705,0.24604383013957273,0
37.599999159,89645.78956300594,43182.17091311159,0.3048482081621707,0
37.649999158,89646.2172286914,43182.31090192495,0.3300104203437219,0
37.699999157,89646.65360444914,43182.45453383488,0.35362869297592897,0
37.749999156,89647.08013798796,43182.62007602402,0.37674077620227053,0
37.799999155,89647.50860499566,43182.78802088808,0.39401405257909744,0
37.849999153,89647.92744208116,43182.970698945326,0.4138155348555228,0
37.899999152,89648.34766270181,43183.15844229578,0.4278978442136673,0
37.949999151,89648.76890261026,43183.34766988016,0.4440917039649508,0
38.049999149,89649.60136927992,43183.75727368704,0.46465788544239595,0
38.199999146,89650.84878787225,43184.39528614263,0.47260691914829556,0
38.249999145,89651.27058787225,43184.61008614263,0.4675058732115263,0
38.299999143,89651.68463781723,43184.82128438352,0.4589789626725364,0
38.399999141,89652.53892584778,43185.230063865936,0.4230430629242334,0
38.499999139,89653.4184409517,43185.60640473941,0.37716248496284227,0
38.599999137,89654.31485632026,43185.936350028205,0.31710396834085247,0
38.649999136,89654.76910908497,43186.08862245124,0.2852144773813934,0
38.699999134,89655.23355694223,43186.2146660514,0.25187994650324286,0
38.749999133,89655.7043095185,43186.33283564583,0.21578764790395707,0
38.799999132,89656.1753973191,43186.427800529746,0.16721458205004272,0
38.849999131,89656.65416779682,43186.5030700179,0.11153401634478559,0
38.89999913,89657.14065657629,43186.552816453404,0.056296963385497605,0
38.949999129,89657.62632339992,43186.57324497935,9.805157666457898e-05,0
38.999999128,89658.10356245853,43186.567018161804,-0.062360427524696435,0
39.049999127,89658.58798712796,43186.526048703025,-0.12937111203810525,0
39.199999123,89659.97796480337,43186.215228427674,-0.38569586434871195,0
39.249999122,89660.40738380344,43186.02544332049,-0.48275336438044547,0
